Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,National Article Title (FR),National Sentence Text (FR),P/T Article Title (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,9.5.2.1.(1),General ,"Except as provided in Articles 9.5.2.3. and 3.8.2.1., every building shall be designed in conformance with Section 3.8 ",obc2019divb,Div B,9.5.2.1.(1),9.5.2.1. General ,"Except as provided in Sentence (2) and Article 3.8.1.1., every building shall be designed in conformance with SectionÂ 3.8.",,Common Sentence,Yes,Barrier Free Design,,,,,,,,,,
2015,ON,NBC,Div B,9.5.3.1.(1),Ceiling Heights of Rooms or Spaces,"Except as provided in Sentences (2) and (3), the ceiling heights and clear heights
in rooms or spaces in residential occupancies shall conform to Table 9.5.3.1.",obc2019divb,Div B,9.5.3.1.(1),9.5.3.1. Ceiling Heights of Rooms or Spaces ,The ceiling heights of rooms or spaces in residential occupancies and live/work units shall conform to Table 9.5.3.1.,,Common Sentence,Yes,Ceiling Heights of Rooms or Spaces,,,,,,,,,,
2015,ON,NBC,Div B,9.5.3.1.(4),Ceiling Heights of Rooms or Spaces ,Areas in rooms or spaces over which ceiling height and clear height are not less than the minimum specified in Table 9.5.3.1. or Sentence 9.5.3.1.(2) or 9.5.3.1.(3) shall be contiguous with the entry or entries to those rooms or spaces.,obc2019divb,Div B,9.5.3.1.(2),9.5.3.1. Ceiling Heights of Rooms or Spaces ,Areas in rooms or spaces over which ceiling height is not less than the minimum specified in Table 9.5.3.1. shall be contiguous with the entry or entries to those rooms or spaces.,,Common Sentence,Yes,Ceiling Heights of Rooms or Spaces,,,,,,,,,,
2015,ON,NBC,Div B,9.5.3.2.(1),Mezzanines ,The ceiling height above and below a mezzanine floor assembly in occupancies other than residential occupancies shall be not less than 2.1 m.,obc2019divb,Div B,9.5.3.2.(1),9.5.3.2. Mezzanines ,The ceiling height above and below a mezzanine floor assembly in all occupancies shall be not less than 2 100 mm.,,Common Sentence,Yes,Mezzanines,,,,,,,,,,
2015,ON,NBC,Div B,9.5.5.1.(1),Doorway Opening Sizes ,"Except as provided in Sentence 9.5.5.1.(2) and Articles 9.5.5.3. , 9.9.6.2. and 9.9.6.3., doorway openings within dwelling units and within houses with a secondary suite including their common spaces shall be designed to accommodate at least the door sizes given in Table 9.5.5.1. for swing-type and folding doors.",obc2019divb,Div B,9.5.11.1.(1),9.5.11.1. Doorway Opening Sizes ,"Except as provided in Articles 9.5.11.3., 9.9.6.2. and 9.9.6.3., doorway openings within dwelling units shall be designed to accommodate at least the door sizes in Table 9.5.11.1. for swing-type doors or folding doors.",,Common Sentence,Yes,Doorway Opening Sizes,,,,,,,,,,
2015,ON,NBC,Div B,9.6.1.2.(2),Material Standards for Glass ,"Mirrored glass doors are only permitted to be used at the entrance to clothes closets and shall conform to the requirements of CGSB CAN/CGSB-82.6-M86 Doors, Mirrored Glass, Sliding or Folding, Wardrobe (See Note A-9.6.1.2.(2).)",obc2019divb,Div B,9.6.1.2.(3),9.6.1.2. Material Standards for Glass ,"Mirrored glass doors reinforced with a film backing shall meet the impact resistance requirements specified in CAN/CGSB-12.5-M, ""Mirrors, Silvered"". ",,Common Sentence,Yes,Material Standards for Glass,,,,,,,,,,
2015,ON,NBC,Div B,9.6.1.3.(2),Structural Sufficiency of Glass ,"Where the building has an essentially uniform distribution of paths for air leakage, including operable openings, but no large openings that would permit wind gusts to rapidly enter the building and the building is not in an exceptionally exposed location such as a hilltop, the maximum area of individual panes of glass for windows shall conform to a) Tables 9.6.1.3.-A to 9.6.1.3.-C, where the building has a height from grade to
the uppermost roof of 12 m or less, and is located in a built-up area, no less
than 120 m away from the boundary between this area and open terrain, or
b) Tables 9.6.1.3.-D to 9.6.1.3.-F.
(See Note A-9.6.1.3.(2).)",obc2019divb,Div B,9.6.1.3.(2),9.6.1.3. Structural Sufficiency of Glass ,"Where the building has an essentially uniform distribution of paths for air leakage, including operable openings, but no large openings that would permit wind gusts to rapidly enter the building and the building is not in an exceptionally exposed location such as a hilltop, the maximum area of individual panes of glass for windows is permitted to conform to,(a) Tables 9.6.1.3.A. to 9.6.1.3.C., where the building has a height from grade to the uppermost roof of 12 m or less and is located in a built-up area, no less than 120 m away from the boundary between this area and open terrain, or (b) Tables 9.6.1.3.D. to 9.6.1.3.F. (See Appendix A.) ",,Common Sentence,Yes,Structural Sufficiency of Glass,,,,,,,,,,
2015,ON,NBC,Div B,9.6.1.3.(3),Structural Sufficiency of Glass,"The maximum area of individual panes of glass for doors shall conform to
Table 9.6.1.3.-G.",obc2019divb,Div B,9.6.1.3.(3),Structural Sufficiency of Glass,The maximum area of individual panes of glass for doors shall conform to Table 9.6.1.3.G,,Common Sentence,Yes,Structural Sufficiency of Glass,,,,,,,,,,
2015,ON,NBC,Div B,9.6.1.4.(2),Types of Glass and Protection of Glass ,"Except as provided in Sentence 9.6.1.4.(4), glass in entrance doors to dwelling units and in public areas, other than the entrance doors described in Sentence 9.6.1.4.(1), shall be safety glass or wired glass of the type described in Sentence 9.6.1.4.(1) where the glass area exceeds 0.5 m2 and extends to less than 900 mm from the bottom of the door.",obc2019divb,Div B,9.6.1.4.(2),9.6.1.4. Types of Glass and Protection of Glass ,"Except as provided in Sentence (4), glass in entrance doors to houses or individual dwelling units and in public areas, other than the entrance doors described in Sentence (1), shall be safety glass or wired glass of the type described in Sentence (1) where the glass area exceeds 0.5 m2 and extends to less than 900 mm from the bottom of the door.",,Common Sentence,Yes,Types of Glass and Protection of Glass,,,,,,,,,,
2015,ON,NBC,Div B,9.7.2.2.(9),"Other Requirements for Windows, Doors and Skylights ",Windows and skylights installed to provide required non-heating season ventilation shall conform to Article 9.32.2.2. ,obc2019divb,Div B,9.7.2.2.(9),"9.7.2.2. Other Requirements for Windows, Doors and Skylights ",Windows and skylights installed to provide required non-heating season ventilation shall conform to Article 9.32.2.1. ,,Common Sentence,Yes,"Other Requirements for Windows, Doors and Skylights",,,,,,,,,,
2015,ON,NBC,Div B,9.7.3.1.(2),General Performance Expectations ,"Skylights and their components shall be designed, constructed and installed so that they resist snow loads.",obc2019divb,Div B,9.7.3.1.(2),9.7.3.1. General Performance Criteria ,"Skylights and their components shall be designed, constructed and installed so that, when in the closed position, they resist snow loads.",,Common Sentence,Yes,General Performance Criteria,,,,,,,,,,
2015,ON,NBC,Div B,9.7.3.1.(4),General Performance Expectations ,"Storm doors for sliding doors and their components shall be designed, constructed and installed so that, when in the closed position, they resist wind loads, control air leakage to a minimum allowable 5 m3h/m and a maximum allowable 8.35 m3h/m, resist the ingress of insects and vermin, and be easily operable.",obc2019divb,Div B,9.7.3.1.(4),9.7.3.1. General Performance Criteria ,"Storm doors, sliding doors and their components shall be designed, constructed and installed so that, when in the closed position, they,(a) resist wind loads, (b) control air leakage to a minimum allowable 5 m3h/m and a maximum allowable 8.35 m3h/m, (c) resist the ingress of insects and vermin, and (d) are easily operable. ",,Common Sentence,Yes,General Performance Criteria,,,,,,,,,,
2015,ON,NBC,Div B,9.7.3.2.(1),Heat Transfer Performance ,"Windows, doors and skylights and their components described in Sentence 9.7.1.1.(1) shall be designed, constructed and installed to minimize surface condensation on the warm side of the component (see Note A-9.7.3.2.(1)(a)), and ensure comfortable conditions for occupants.",obc2019divb,Div B,9.7.3.2.(1),9.7.3.2. Heat Transfer Performance ,"Windows, doors and skylights described in Clause 9.7.1.1.(1)(a) and their components shall be designed, constructed and installed to,(a) minimize surface condensation on the warm side of the component, and (See Appendix A.) (b) ensure comfortable conditions for the occupants. ",,Common Sentence,Yes,Heat Transfer Performance,,,,,,,,,,
2015,ON,NBC,Div B,9.7.3.3.(3),"Thermal Characteristics of Windows, Doors and Skylights ","Windows, doors and skylights with or without storm doors or sash that are installed in buildings where the intended use of the interior space will not result in high moisture generation shall have a maximum thermal transmittance (U-value) or minimum temperature index (I) in accordance with Table 9.7.3.3. ",obc2019divb,Div B,9.7.3.3.(3),"9.7.3.3. Thermal Characteristics of Windows, Doors and Skylights ","Windows, doors and skylights, with or without storm doors or sash, that are installed in buildings where the intended use of the interior space will not result in high moisture generation shall have a maximum thermal transmittance (Uvalue) or minimum temperature index (I) in accordance with Table 9.7.3.3.",,Common Sentence,Yes,"Thermal Characteristics of Windows, Doors and Skylights",,,,,,,,,,
2015,ON,NBC,Div B,9.7.5.2.(7),Resistance to Forced Entry for Doors ,"Strikeplates for deadbolts described in Sentence 9.7.5.2.(4) shall be fastened to wood frames with wood screws that penetrate not less than 30 mm into solid wood, or to metal frames with machine screws not smaller than No. 8 and not less than 10 mm long.",obc2019divb,Div B,9.7.5.2.(7),9.7.5.2. Resistance to Forced Entry for Doors ,"Except as provided in Sentence (2), strikeplates for deadbolts described in Sentence (4) shall be fastened,(a) to wood frames with wood screws that penetrate not less than 30 mm into solid wood, or (b) to metal frames with machine screws not smaller than No. 8 and not less than 10 mm long. ",,Common Sentence,Yes,Resistance to Forced Entry for Doors,,,,,,,,,,
2015,ON,NBC,Div B,9.8.1.1.(1),General ,"This Section applies to the design and construction of interior and exterior stairs, steps, ramps, handrails and guards.",obc2019divb,Div B,9.8.1.1.(1),9.8.1.1. General ,"This Section applies to the design and construction of interior and exterior stairs, steps, ramps, landings, handrails and guards.",,Common Sentence,Yes,"Interior and Exterior Stairs, Steps, Ramps, Landings, Handrails, and Guards",,,,,,,,,,
2015,ON,NBC,Div B,9.8.2.1.(2),Stair Width ,Exit stairs serving a single dwelling unit or a house with a secondary suite including their common spaces shall have a width of not less than 860 mm.,obc2019divb,Div B,9.8.2.1.(2),9.8.2.1. Stair Width ,Required exit stairs serving a house or an individual dwelling unit shall have a width of not less than 860 mm.,,Common Sentence,Yes,Stair Width,,,,,,,,,,
2015,ON,NBC,Div B,9.8.2.1.(4),Stair Width ,"Except as provided in Article 9.8.4.7., at least one stair between each floor level within a dwelling unit, and exterior stairs serving a single dwelling unit except required exit stairs, shall have a width of not less than 860 mm.",obc2019divb,Div B,9.8.2.1.(4),9.8.2.1. Stair Width ,"Except as provided in Article 9.8.4.5A., at least one stair between each floor level within a dwelling unit and exterior stairs serving a house or an individual dwelling unit shall have a width of not less than 860 mm.",,Common Sentence,Yes,Stair Width,,,,,,,,,,
2015,ON,NBC,Div B,9.8.2.2.(2),Height over Stairs ,"Except as provided in Sentences 9.8.2.2.(3) and 9.8.2.2.(4) and Article 9.8.4.7. , the clear height over stairs shall not be less than 2?050 mm.",obc2019divb,Div B,9.8.2.2.(2),9.8.2.2. Height Over Stairs ,"Except as provided in Sentence (3) and Article 9.8.4.5A., the clear height over stairs shall not be less than 2Â 050Â mm.",,Common Sentence,Yes,Height Over Stairs,,,,,,,,,,
2015,ON,NBC,Div B,9.8.2.2.(3),Height over Stairs ,"Except as provided in Article 9.8.4.7., the clear height over stairs serving a single dwelling unit or a house with a secondary suite including their common spaces shall not be less than 1?950 mm.",obc2019divb,Div B,9.8.2.2.(3),9.8.2.2. Height Over Stairs ,"Â Except as provided in Article 9.8.4.5A., the clear height over stairs serving a house or an individual dwelling unit shall not be less than 1 950 mm. ",,Common Sentence,Yes,Height Over Stairs,,,,,,,,,,
