Division,P/T Section ID,Section Number,P/T Subsection ID,Subsection Number,P/T Article Title,P/T Sentence Number,P/T Sentence Text
C,ep001031.2,2.2,ep001031.2.7,2.2.7,Spills and Leaks,es014872,Attendants on duty at fuel-dispensing stations shall notify the fire department forthwith in accordance with es015326 when a spill or accident occurs that involves flammable liquids or combustible liquids. (See en001319.)
C,ep001031.2,2.2,ep001031.2.7,2.2.7,Spills and Leaks,es015313,"The operator of a self-service outlet, a fuel-dispensing station or a marine fuel-dispensing station shall ensure that immediate corrective action is taken when a condition is identified that contravenes Sentences es015248and es015249."
C,ep001031.2,2.2,ep001031.2.7,2.2.7,“NFC(AE)” Fire Protection Equipment,es022043,"In addition to the requirements of es005201, before repairs or alterations are made to fire protection installations, including but not limited to fire extinguishing systems and fire alarm and detection systems, a procedure of notification acceptable to the fire department shall be established, and the procedure may include the notification of the fire department and the building occupants. (See en000658.)"
C,ep001031.2,2.2,ep001031.2.7,2.2.7,“NFC(AE)” Fire Protection Equipment,es015134,"If a fire alarm and detection system, or part thereof, is inoperative for more than 2 h for any reason, the owner shall notify the fire department and, when directed, provide acceptable surveillance within the building continuously until the fire alarm and detection system is restored to operating condition."
C,ep001031.2,2.2,ep001031.2.7,2.2.7,“NFC(AE)” Fire Protection Equipment,es015135,Procedures acceptable to the fire department shall be developed to notify occupants if a fire or other emergency occurs while the fire alarm and detection system is inoperative. (See en001310.)
C,ep001031.2,2.2,ep001031.2.7,2.2.7,“NFC(AE)” Fire Protection Equipment,es015286,"If a person who carries out the maintenance of fire protection installations, including but not limited to portable fire extinguishers, fire extinguishing systems, fire alarm systems or fire alarm devices, discovers that a device or system is inoperative or defective and the owner or their authorized agent is unwilling or unable to correct the defect, the person carrying out the maintenance shall forthwith notify, in writing, the fire department and the owner or their authorized agent of that notification."
C,ep001031.2,2.2,ep001031.2.7,2.2.7,“NFC(AE)” Fire Protection Equipment,es015287,"A person involved in the alteration, repair, shutdown or impairment of a hydrant, which affects its operation, shall ensure that the fire department is notified, the fire department approves the alteration, repair, shutdown or impairment, and the affected hydrant is identified in a manner acceptable to the fire department. (See en001344.)"
C,ep001031.2,2.2,ep001031.2.9,2.2.9,"Self-service Outlets, Fuel-dispensing Stations and Marine Fuel-dispensing Stations",es015248,"Operators of self-service outlets, fuel-dispensing stations and marine fuel-dispensing stations shall ensure that a weekly inspection is conducted of dispensing unit hoses and nozzles to ensure safe operation, dispensing unit pumps and fittings to determine if there are any leaks, fill boxes and fill pipe areas for product spillage, and storage tank vents to ensure piping or openings are not blocked or damaged."
C,ep001031.2,2.2,ep001031.2.9,2.2.9,"Self-service Outlets, Fuel-dispensing Stations and Marine Fuel-dispensing Stations",es015249,"Operators of self-service outlets, fuel-dispensing stations and marine fuel-dispensing stations shall ensure that electronic liquid measuring or leak detection equipment is inspected each business day to confirm that the equipment is functioning as intended."
C,ep001031.2,2.2,ep001031.2.9,2.2.9,"Self-service Outlets, Fuel-dispensing Stations and Marine Fuel-dispensing Stations",es015250,"Operators of self-service outlets, fuel-dispensing stations and marine fuel-dispensing stations shall inspect and maintain the cathodic protection systems on underground storage tanks and piping in conformance with ulcs603.1 for sacrificial anode systems, or cfa-87-1 Clause 5.5(c) and Part 6.0 for impressed current systems."
C,ep001031.2,2.2,ep001031.2.9,2.2.9,"Self-service Outlets, Fuel-dispensing Stations and Marine Fuel-dispensing Stations",es015251,Impressed current cathodic protection systems shall be supplied with electrical power on a continuous basis and the power supply shall be inspected at least weekly.
C,ep001031.2,2.2,ep001031.2.9,2.2.9,Fire Alarm and Voice Communication System Audits,es021013,When an existing fire alarm system has not been subjected to an initial verification as required by ulcs524 and described in ulcs537 the authority having jurisdiction may require the system to be audited in conformance with ulcs536 unless the authority having jurisdiction is satisfied that the system has been maintained and is functioning in a manner acceptable to the authority having jurisdiction.
C,ep001031.2,2.2,ep001031.2.10,2.2.10,Fire Department Building Access,es022045,"A building that incorporates any of the features outlined in es015118 shall be provided with a key box that contains a set or sets of keys or devices required to be used in an emergency, and is constructed, keyed, and located in a manner acceptable to the authority having jurisdiction. (See en001307.)"
C,ep001031.2,2.2,ep001031.2.10,2.2.10,Fire Department Building Access,es015118,"A fire department key box shall be installed and provided with keys and devices in conformance with es022045 in a building equipped with a fire alarm system whose control features, including those for emergency voice communication systems, are located behind a locked panel, a fire alarm system in which manually operated devices require a key or device in order to be reset, a fire alarm system in which the electrical circuit breaker is located within a locked panel or room, an automatic sprinkler system in which the main control valve is locked in the open position, an automatic sprinkler system in which the main control valve is located within a locked room or enclosure, firefighting standpipe and water supply connections in a locked room or area, a key-operated elevator control feature that will permit exclusive use of elevators by firefighting personnel only, a key-operated elevator control feature that will switch selected elevators to operate on emergency power, stairway doors that have been locked on the stairway side in conformance with the nrcc-nbcae23, locked access doors to a roof provided for firefighting purposes, or sleep or resting facilities for employees."
C,ep001031.2,2.2,ep001031.2.10,2.2.10,Fire Department Building Access,es015119,Keys or devices provided in conformance with es015118 shall be affixed to a key ring or rings and identified with tags indicating their function.
C,ep001031.2,2.2,ep001031.2.10,2.2.10,Fire Department Building Access,es015120,"If a fire alarm system or sprinkler system is required to transmit a signal to the fire department in conformance with the nrcc-nbcae23, a key box shall be installed on the exterior wall of the building in proximity to the principal entrance."
C,ep001031.2,2.2,ep001031.2.10,2.2.10,Fire Department Building Access,es015121,A key box installed in conformance with es015120 shall contain an entrance door key with a tag affixed to this key in conformance with es015119.
C,ep001031.2,2.2,ep001031.2.10,2.2.10,Fire Department Building Access,es014873,Any keys or special devices needed to operate the fire alarm system or provide access to any fire protection systems or equipment shall be readily available to on-duty supervisory staff or located in fire department key boxes conforming to this Article.
